date,Time(UTC+10:00),Temperature(°C),Apparent Temp(°C),Dew Point(C),Rel. Humid.(%),Δ T(C),Wind(km/h)/(kt),Gust(km/h)/(kt),WindDir.,Rain Since 9am(mm),MSLP(hPa),GFDI
2021-07-01 11:00:00,11:00,14.3,14.3,12.3,88,1.1,2,5,NNW,0.0,1024.4,1
2021-07-01 10:50:00,10:50,13.3,12.7,12.4,94,0.5,4,5,NW,0.0,1024.5,1
2021-07-01 10:40:00,10:40,12.5,13.0,11.7,95,0.4,0,0,W,0.0,1024.6,0
2021-07-01 10:30:00,10:30,12.0,11.2,11.2,95,0.4,3,4,SW,0.0,1024.5,1
2021-07-01 10:20:00,10:20,11.7,10.9,11.1,96,0.3,3,3,SW,0.0,1024.6,1
2021-07-01 10:10:00,10:10,11.6,10.8,11.1,97,0.3,3,4,WSW,0.0,1024.7,1
2021-07-01 10:00:00,10:00,11.5,11.8,11.0,97,0.3,0,3,N,0.0,1024.8,0
2021-07-01 09:50:00,09:50,11.0,10.8,10.5,97,0.3,1,3,WSW,0.0,1024.9,0
2021-07-01 09:40:00,09:40,10.6,9.3,10.1,97,0.3,4,4,W,0.0,1025.0,1
2021-07-01 09:30:00,09:30,10.4,10.5,10.1,98,0.2,0,0,W,0.0,1024.9,0
2021-07-01 09:20:00,09:20,9.8,9.7,9.5,98,0.1,0,0,W,0.0,1024.9,0
2021-07-01 09:10:00,09:10,9.5,9.3,9.2,98,0.1,0,0,W,0.0,1025.1,0
2021-07-01 09:00:00,09:00,9.2,9.0,8.9,98,0.1,0,0,W,0.0,1024.9,0
2021-07-01 08:50:00,08:50,9.0,8.7,8.7,98,0.1,0,0,W,0.0,1024.8,0
2021-07-01 08:40:00,08:40,8.8,8.5,8.5,98,0.1,0,0,W,0.0,1024.8,0
2021-07-01 08:30:00,08:30,8.4,8.0,8.1,98,0.1,0,4,N,0.0,1024.9,0
2021-07-01 08:20:00,08:20,7.8,6.8,7.5,98,0.1,1,1,SW,0.0,1024.8,0
2021-07-01 08:10:00,08:10,7.5,5.5,7.2,98,0.1,4,5,SW,0.0,1024.7,1
2021-07-01 08:00:00,08:00,7.1,6.3,6.7,97,0.2,0,0,W,0.0,1024.7,0
2021-07-01 07:50:00,07:50,6.6,5.7,6.2,97,0.2,0,0,W,0.0,1024.6,0
2021-07-01 07:40:00,07:40,6.3,5.4,5.9,97,0.2,0,0,W,0.0,1024.6,0
2021-07-01 07:30:00,07:30,6.1,5.1,5.7,97,0.2,0,0,W,0.0,1024.5,0
2021-07-01 07:20:00,07:20,5.7,4.6,5.3,97,0.2,0,0,W,0.0,1024.7,0
2021-07-01 07:10:00,07:10,5.3,4.2,4.9,97,0.2,0,0,W,0.0,1024.6,0
2021-07-01 07:00:00,07:00,5.3,4.2,4.9,97,0.2,0,0,W,0.0,1024.7,0
2021-07-01 06:50:00,06:50,5.1,3.9,4.7,97,0.2,0,0,W,0.0,1024.8,0
2021-07-01 06:40:00,06:40,5.5,4.4,5.1,97,0.2,0,0,W,0.0,1024.8,0
2021-07-01 06:30:00,06:30,5.6,4.5,5.2,97,0.2,0,0,W,0.0,1024.7,0
2021-07-01 06:20:00,06:20,5.4,4.3,5.0,97,0.2,0,0,W,0.0,1024.7,0
2021-07-01 06:10:00,06:10,5.4,3.5,5.0,97,0.2,2,3,WNW,0.0,1024.6,1
2021-07-01 06:00:00,06:00,6.0,5.0,5.6,97,0.2,0,0,W,0.0,1024.4,0
2021-07-01 05:50:00,05:50,5.9,4.9,5.5,97,0.2,0,0,W,0.0,1024.4,0
2021-07-01 05:40:00,05:40,6.2,5.2,5.8,97,0.2,0,0,W,0.0,1024.5,0
2021-07-01 05:30:00,05:30,6.3,5.0,5.9,97,0.2,1,3,WSW,0.0,1024.4,0
2021-07-01 05:20:00,05:20,6.5,4.5,6.1,97,0.2,3,3,WSW,0.0,1024.3,1
2021-07-01 05:10:00,05:10,6.7,4.5,6.3,97,0.2,4,4,SW,0.0,1024.5,1
2021-07-01 05:00:00,05:00,6.8,5.6,6.4,97,0.2,1,4,SW,0.0,1024.6,0
2021-07-01 04:50:00,04:50,7.0,6.2,6.6,97,0.2,0,0,W,0.0,1024.5,0
2021-07-01 04:40:00,04:40,6.8,5.6,6.4,97,0.2,1,2,SW,0.0,1024.4,0
2021-07-01 04:30:00,04:30,6.9,6.1,6.5,97,0.2,0,0,W,0.0,1024.2,0
2021-07-01 04:20:00,04:20,6.9,6.1,6.5,97,0.2,0,0,W,0.0,1024.3,0
2021-07-01 04:10:00,04:10,7.1,6.3,6.7,97,0.2,0,0,W,0.0,1024.5,0
2021-07-01 04:00:00,04:00,7.0,6.2,6.6,97,0.2,0,0,W,0.0,1024.6,0
2021-07-01 03:50:00,03:50,7.1,6.3,6.7,97,0.2,0,0,W,0.0,1024.8,0
2021-07-01 03:40:00,03:40,7.4,6.7,7.0,97,0.2,0,0,W,0.0,1024.9,0
2021-07-01 03:30:00,03:30,7.7,7.1,7.3,97,0.2,0,0,W,0.0,1025.1,0
2021-07-01 03:20:00,03:20,7.6,7.0,7.2,97,0.2,0,0,W,0.0,1025.1,0
2021-07-01 03:10:00,03:10,7.7,7.1,7.3,97,0.2,0,0,W,0.0,1025.2,0
2021-07-01 03:00:00,03:00,7.9,7.3,7.5,97,0.2,0,0,W,0.0,1025.4,0
2021-07-01 02:50:00,02:50,7.9,7.3,7.5,97,0.2,0,2,N,0.0,1025.5,0
2021-07-01 02:40:00,02:40,7.7,5.9,7.3,97,0.2,3,3,WSW,0.0,1025.5,1
2021-07-01 02:30:00,02:30,8.0,7.4,7.6,97,0.2,0,0,W,0.0,1025.6,0
2021-07-01 02:20:00,02:20,8.2,7.7,7.8,97,0.2,0,0,W,0.0,1025.7,0
2021-07-01 02:10:00,02:10,7.9,7.3,7.5,97,0.2,0,0,W,0.0,1025.7,0
2021-07-01 02:00:00,02:00,8.2,7.7,7.8,97,0.2,0,0,W,0.0,1025.6,0
2021-07-01 01:50:00,01:50,8.6,8.2,8.2,97,0.2,0,0,W,0.0,1025.7,0
2021-07-01 01:40:00,01:40,9.0,7.3,8.5,97,0.2,4,5,SW,0.0,1025.7,1
2021-07-01 01:30:00,01:30,9.1,8.8,8.6,97,0.2,0,0,W,0.0,1026.0,0
2021-07-01 01:20:00,01:20,8.9,8.6,8.5,97,0.2,0,0,W,0.0,1026.0,0
2021-07-01 01:10:00,01:10,8.6,8.2,8.2,97,0.2,0,0,W,0.0,1026.1,0
2021-07-01 01:00:00,01:00,8.2,7.7,7.8,97,0.2,0,0,W,0.0,1026.0,0
2021-07-01 00:50:00,00:50,7.9,7.3,7.3,96,0.3,0,0,W,0.0,1026.1,0
2021-07-01 00:40:00,00:40,8.3,7.8,7.9,97,0.2,0,0,W,0.0,1026.2,0
2021-07-01 00:30:00,00:30,8.3,7.8,7.9,97,0.2,0,0,W,0.0,1026.2,0
2021-07-01 00:20:00,00:20,8.3,7.8,7.7,96,0.3,0,0,W,0.0,1026.3,0
2021-07-01 00:10:00,00:10,7.9,6.1,7.3,96,0.3,3,3,W,0.0,1026.3,1
2021-07-01 00:00:00,00:00,8.5,7.6,7.9,96,0.3,1,3,WSW,0.0,1026.3,0
2021-06-30 23:50:00,23:50,8.7,7.9,8.1,96,0.3,1,2,WSW,0.0,1026.4,0
2021-06-30 23:40:00,23:40,8.8,7.6,8.2,96,0.3,2,3,WSW,0.0,1026.5,1
2021-06-30 23:30:00,23:30,9.0,7.9,8.4,96,0.3,2,4,WSW,0.0,1026.6,1
2021-06-30 23:20:00,23:20,8.9,8.1,8.3,96,0.3,1,3,WSW,0.0,1026.8,0
2021-06-30 23:10:00,23:10,8.9,7.4,8.3,96,0.3,3,3,WSW,0.0,1026.9,1
2021-06-30 23:00:00,23:00,9.0,7.5,8.4,96,0.3,3,5,WSW,0.0,1026.9,1
2021-06-30 22:50:00,22:50,9.1,7.4,8.5,96,0.3,4,4,W,0.0,1026.9,1
2021-06-30 22:40:00,22:40,9.5,8.1,8.9,96,0.3,3,4,NW,0.0,1027.1,1
2021-06-30 22:30:00,22:30,9.3,7.8,8.5,95,0.4,3,5,W,0.0,1027.2,1
2021-06-30 22:20:00,22:20,9.1,8.7,8.3,95,0.4,0,0,W,0.0,1027.3,0
2021-06-30 22:10:00,22:10,9.4,9.1,8.6,95,0.4,0,0,W,0.0,1027.2,0
2021-06-30 22:00:00,22:00,9.4,9.1,8.8,96,0.3,0,0,W,0.0,1027.2,0
2021-06-30 21:50:00,21:50,9.8,9.6,9.0,95,0.4,0,0,W,0.0,1027.3,0
2021-06-30 21:40:00,21:40,9.7,8.1,8.9,95,0.4,4,4,WSW,0.0,1027.3,1
2021-06-30 21:30:00,21:30,10.0,9.8,9.2,95,0.4,0,0,W,0.0,1027.3,0
2021-06-30 21:20:00,21:20,9.8,9.6,9.0,95,0.4,0,0,W,0.0,1027.3,0
2021-06-30 21:10:00,21:10,10.0,9.8,9.2,95,0.4,0,0,W,0.0,1027.3,0
2021-06-30 21:00:00,21:00,10.5,10.5,9.7,95,0.4,0,2,N,0.0,1027.3,0
2021-06-30 20:50:00,20:50,10.7,10.7,9.9,95,0.4,0,0,W,0.0,1027.4,0
2021-06-30 20:40:00,20:40,10.5,9.3,9.7,95,0.4,3,3,NW,0.0,1027.5,1
2021-06-30 20:30:00,20:30,11.0,9.8,10.2,95,0.4,4,5,NW,0.0,1027.5,1
2021-06-30 20:20:00,20:20,11.5,10.4,10.7,95,0.4,4,4,NW,0.0,1027.5,1
2021-06-30 20:10:00,20:10,11.7,10.9,10.9,95,0.4,3,4,NW,0.0,1027.5,1
2021-06-30 20:00:00,20:00,11.4,10.3,10.5,94,0.5,4,5,NW,0.0,1027.6,1
2021-06-30 19:50:00,19:50,11.5,10.5,10.4,93,0.6,3,4,N,0.0,1027.6,1
2021-06-30 19:40:00,19:40,12.1,12.5,11.2,94,0.5,0,0,W,0.0,1027.5,0
2021-06-30 19:30:00,19:30,12.3,12.4,11.4,94,0.5,1,3,N,0.0,1027.5,0
2021-06-30 19:20:00,19:20,12.3,11.6,11.4,94,0.5,3,4,N,0.0,1027.5,1
2021-06-30 19:10:00,19:10,12.3,11.6,11.4,94,0.5,3,3,N,0.0,1027.6,1
2021-06-30 19:00:00,19:00,12.3,11.5,11.2,93,0.6,3,5,N,0.0,1027.5,1
2021-06-30 18:50:00,18:50,12.4,11.6,11.0,91,0.7,3,3,N,0.0,1027.6,1
2021-06-30 18:40:00,18:40,12.5,12.1,11.1,91,0.7,2,3,N,0.0,1027.5,1
2021-06-30 18:30:00,18:30,12.8,12.1,11.4,91,0.7,3,4,N,0.0,1027.5,1
2021-06-30 18:20:00,18:20,13.3,12.8,11.9,91,0.7,3,3,N,0.0,1027.5,1
2021-06-30 18:10:00,18:10,13.6,13.0,12.3,92,0.7,4,5,N,0.0,1027.5,1
2021-06-30 18:00:00,18:00,13.3,12.6,12.0,92,0.7,4,5,N,0.0,1027.5,1
2021-06-30 17:50:00,17:50,13.6,12.7,12.5,93,0.6,5,5,NNE,0.0,1027.5,1
2021-06-30 17:40:00,17:40,12.9,12.0,11.3,90,0.8,4,5,N,0.0,1027.4,1
